serviceid,branch,contractterm,serviceactivestatus,programmodel,campus,teachingorg,fulladdress,servicename,fundingSource,secondaryFundingSource,FundedBy_OtherSpecify,budgetcategory,initiative,budgetstatus,StaffEligibleToRecruit,StaffEligibleToStart,ContractStatus,ContractSentDate,LastContactDate,ContractNotes,TeachingOrg_SignedBudgetDate,TeachingOrg_SignedContractDate,TeachingOrg_CompletedDate,is501c3,Contract End Date,letterofgoodstandingdate,Insurance,firstname0,lastname0,email0,roles0,docs0,bg0,firstname1,lastname1,email1,roles1,docs1,bg1,firstname2,lastname2,email2,roles2,docs2,bg2,firstname3,lastname3,email3,roles3,docs3,bg3,firstname4,lastname4,email4,roles4,docs4,bg4,firstname5,lastname5,email5,roles5,docs5,bg5,firstname6,lastname6,email6,roles6,docs6,bg6,firstname7,lastname7,email7,roles7,docs7,bg7,firstname8,lastname8,email8,roles8,docs8,bg8,ProgramSpecialists,ProgramManagers,ContractAdmins,pc1,pc2,pc3,emails,ContentArea,SubContentArea,Category,edocid
7671150,North/Northwest,Full Year,Active,Apprenticeship,Collins,Spirit Media NFP,"1612 CRITTENDEN STREET NE WASHINGTON, DC 20017",Sports Journalism Apprenticeship,,,,22032246,,Approved/Locked,,test test test,Incomplete,3/7/2018,4/10/2019,test data for github,11/7/2019,,11/7/2019,Y,6/30/2020,5/24/2019,OK,Alica,Palomino,testemail(at)test,Community Liaison; Instructor,,,Violeta,Ellenberg,testemail(at)test,Instructor,,,Marybeth,Essler,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Audio / Visual Technology,Film Production,93209
7729996,,School Year,Active,Internship,,Gardens,"4404 13TH PLACE NE WASHINGTON, DC 20017",Gardening Intern,,,,,,Approved/Locked,,test test test,Incomplete,,,test data for github,,,,Y,6/20/2020,4/19/2019,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Alice,Palomo,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,,,,test(at)testdotcom,STEM,Natural Science,Environmental,99314
7671170,North/Northwest,Full Year,Active,Apprenticeship,,Community Glass Inc,"4325 13TH PLACE NE WASHINGTON, DC 20017",Glass Art,,,,22032622,,Approved/Locked,,test test test,Complete,3/7/2018,10/18/2018,test data for github,7/8/2019,3/25/2019,7/8/2019,Y,6/30/2020,5/24/2019,OK,Alicia,Palone,testemail(at)test,Community Liaison; Contract Administrator; Instructor,,XYZ Exempt,Virgen,Ellenbogen,testemail(at)test,Instructor,,XYZ Exempt,Maryetta,Essman,testemail(at)test,Instructor,,XYZ Exempt,Min,Everette,testemail(at)test,Instructor,,XYZ Exempt,Billi,Raeburn,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,Stain Glass,92896
7729920,North/Northwest,School Year,Active,Internship,,Miracles Inc,"4323 13TH PLACE NE WASHINGTON, DC 20017",Theater Arts Administration Intern,,,,62032392,,Approved/Locked,,test test test,Complete,3/7/2018,4/12/2019,test data for github,12/20/2019,3/18/2019,12/12/2019,Y,6/30/2020,5/24/2019,OK,Alida,Palos,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,80668
7671179,South/Southwest,Full Year,Active,Apprenticeship,Dyett,Music Workshop,"4314 13TH PLACE NE WASHINGTON, DC 20017",Rock and Pop Band,,,,42032464,,Approved/Locked,,test test test,Complete,3/7/2018,10/18/2018,test data for github,7/24/2019,3/25/2019,5/15/2019,Y,6/30/2020,5/24/2019,OK,Alina,Paloukos,testemail(at)test,Instructor,,,Virgil,Ellender,testemail(at)test,Community Liaison; Instructor,,,Maryjo,Esson,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebony Henderson,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Music,Band,92926
7720699,South/Southwest,,Active,Event,,At the Grove Inc,"4307 13TH PLACE NE WASHINGTON, DC 20017",Youth Council @ Groveland,,,,,NBA Leadership Council,,test test test,test test test,Incomplete,,,test data for github,,,,N,,,,Aline,Palovick,testemail(at)test,Instructor,PACR (ORG) Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test(at)testdotcom,Communications & Leadership,Social Science,Community Organization / Awareness,81080
7671297,South/Southwest,Full Year,Active,Advanced Apprenticeship,,Love to Win,"3101 P STREET SE WASHINGTON, DC 20020",Tennis Advanced,,,,42030022,,Approved/Locked,,test test test,Complete,3/7/2018,4/3/2018,test data for github,5/5/2019,3/25/2019,5/5/2019,Y,6/30/2020,5/24/2019,OK,Alisa,Palowoda,testemail(at)test,Instructor,,XYZ Exempt,Virgina,Ellenwood,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leah Walker,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports Instruction,Tennis,92946
7671299,South/Southwest,Full Year,Active,Apprenticeship,Solorio,Love to Win,"3101 P STREET SE WASHINGTON, DC 20020",Tennis Apprenticeship,,,,42032264,,Approved/Locked,,test test test,Complete,3/7/2018,4/3/2018,test data for github,5/5/2019,3/25/2019,5/5/2019,Y,6/30/2020,5/24/2019,OK,Alise,Pals,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina Esparza,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports Instruction,Tennis,93396
7671709,North/Northwest,Full Year,Active,Apprenticeship,,The Y,"3032 NASH PLACE SE WASHINGTON, DC 20020",Kelly Hall YMCA - Sports Officiating,,,,22032264,,Approved/Locked,,test test test,Complete,8/26/2016,1/4/2019,test data for github,6/13/2019,5/7/2019,6/13/2019,Y,6/30/2020,8/12/2019,OK,Alisha,Palsgrove,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Vita,Ellerbe,testemail(at)test,Instructor,,XYZ Exempt,Maryln,Estabrooks,testemail(at)test,Instructor,,XYZ Exempt,Ming,Evering,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports Instruction,Basketball,93193
7671711,North/Northwest,Full Year,Active,Apprenticeship,Kelvyn Park,Town Bikes NFP,"215 5TH STREET NE WASHINGTON, DC 20002",Kelvyn Park Bikes!,,,,22030062,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,11/11/2019,3/18/2019,11/11/2019,Y,6/30/2020,5/24/2019,OK,Alishia,Palso,testemail(at)test,Community Liaison,,,Vito,Ellerbeck,testemail(at)test,Instructor,,,Marylou,Estacion,testemail(at)test,Instructor,,,Minh,Everitt,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Sports-Related Certification,Bike Repair and Safety,93289
7671715,South/Southwest,Full Year,Active,Apprenticeship,,Community Family Life Center,"3027 O STREET SE WASHINGTON, DC 20020",Music & Performing Arts,,,,42030073,,Approved/Locked,,test test test,Incomplete,3/24/2015,4/12/2019,test data for github,,6/24/2019,6/24/2019,Y,6/30/2020,6/28/2019,OK,Alisia,Paltanavage,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Viva,Ellerbee,testemail(at)test,Instructor,,XYZ Exempt,Marylouise,Estain,testemail(at)test,Instructor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; MVOAY Missing; NSOPW Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Missing; XYZ Exempt; IJK Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebony Henderson,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Spoken Word,93394
7671719,North/Northwest,Full Year,Active,Apprenticeship,Uplift,Umoja Org,"3016 O STREET SE WASHINGTON, DC 20020",Kuumba Lynx Urban Performance Ensemble @ Uplift ,,,,22032364,,Approved/Locked,,test test test,Complete,3/7/2018,1/4/2019,test data for github,5/8/2019,7/29/2019,5/8/2019,Y,6/30/2020,5/24/2019,OK,Alison,Palu,testemail(at)test,Community Liaison; Instructor,,,Vivan,Ellerbrock,testemail(at)test,Community Liaison; Instructor,,,Marylyn,Estala,testemail(at)test,Community Liaison; Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Spoken Word,93149
7671767,South/Southwest,Full Year,Active,Advanced Apprenticeship,Lindblom,Grove University,"3011 O STREET SE WASHINGTON, DC 20020",Curious Minds- Grovesnor,,,,42032329,,Approved/Locked,,test test test,Complete,3/8/2018,3/5/2019,test data for github,12/11/2019,3/18/2019,6/10/2019,Y,6/30/2020,5/24/2019,OK,Alissa,Palubiak,testemail(at)test,Instructor,,,Vivian,Ellerbusch,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parminder Shukla,Yesenia Alvarez,test at test (test(at)testdotcom,,test at test (test(at)testdotcom,,test(at)testdotcom,Communications & Leadership,Social Science,Sociology,93291
7696925,North/Northwest,,Active,Internship,,"Community Development Corporation, Inc.","3009 NASH PLACE SE WASHINGTON, DC 20020",Leaders Emerge,,,,22032042,,,,test test test,Incomplete,3/7/2018,3/28/2019,test data for github,,,,Y,6/30/2020,5/24/2019,OK,Alita,Paluch,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,,,Viviana,Ellerby,testemail(at)test,Community Liaison,MR Ack Expired; NSOPW Expired; PACR (ORG) Missing,XYZ Exempt; IJK Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Neighborsports,Leagues,80896
7671757,South/Southwest,Full Year,Active,Apprenticeship,,Comelle Youth Center,"1632 BUCHANAN STREET NE WASHINGTON, DC 20017",Reading Rainbow,,,,42032273,,Approved/Locked,,test test test,Complete,3/24/2015,3/5/2019,test data for github,7/25/2019,4/1/2019,5/2/2019,Y,6/30/2020,3/28/2019,OK,Alix,Paluck,testemail(at)test,Community Liaison,,XYZ Exempt,Vivien,Ellerd,testemail(at)test,Instructor,,XYZ Exempt,Masako,Esteban,testemail(at)test,Instructor,,XYZ Exempt,Mira,Everman,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,93164
7671762,South/Southwest,Full Year,Active,Apprenticeship,,Tak Org,"3425 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Robotics,,,,42032446,,Approved/Locked,,test test test,Complete,3/8/2018,12/4/2019,test data for github,12/5/2019,3/13/2019,6/25/2019,Y,6/30/2020,2/18/2019,OK,Aliza,Paluk,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Vivienne,Ellerkamp,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nia Marshall,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Robotics,92936
7671776,North/Northwest,Full Year,Active,Apprenticeship,,"Neighborhood Association, Inc.","3409 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Youth Leadership Institute,,,,22032266,,Approved/Locked,,test test test,Complete,3/7/2018,10/16/2018,test data for github,5/7/2019,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Alla,Palumbo,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Von,Ellerman,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Community Organization / Awareness,93018
7671799,North/Northwest,Full Year,Active,Apprenticeship,Phoenix,Neighborhood Club Inc,"3313 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Hornets Performing Arts Journey,,,,22032422,,Approved/Locked,,test test test,Incomplete,3/7/2018,4/12/2019,test data for github,5/10/2019,3/25/2019,5/10/2019,Y,6/30/2020,5/24/2019,OK,Allan,Paluso,testemail(at)test,Instructor,,,Voncile,Ellermann,testemail(at)test,Community Liaison; Instructor,,,Mathew,Estela,testemail(at)test,Instructor,,XYZ Exempt,Mirella,Eversley,testemail(at)test,Instructor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Missing,Bo,Randle,testemail(at)test,Instructor,,XYZ Pending,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Marching,93009
7766979,North/Northwest,School Year,Active,Apprenticeship,,Stamps Org,"3309 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Maker Mad Space,,,,,Saturday,Approved/Locked,,test test test,Incomplete,,,test data for github,,,,N,,,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Alleen,Paluszynski,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Industrial Technology,Manufacturing,80985
7671795,North/Northwest,Full Year,Active,Apprenticeship,,Urban Ministries,"3301 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Mogul Initiative,,,,22032426,,Approved/Locked,,test test test,Incomplete,3/8/2018,3/6/2019,test data for github,9/4/2019,3/25/2019,5/16/2019,Y,6/30/2020,5/24/2019,Liability Expired,Allegra,Paluzzi,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Vonnie,Ellerson,testemail(at)test,Instructor,,XYZ Exempt,Mathilde,Estella,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiki Meyers,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,,,93081
7671671,North/Northwest,Full Year,Active,Apprenticeship,,Social Center,"3300 CARPENTER STREET SE WASHINGTON, DC 20020",Fine Arts,,,,22032292,,Approved/Locked,,test test test,Complete,3/8/2018,3/9/2018,test data for github,10/9/2019,3/13/2019,5/6/2019,Y,6/30/2020,9/26/2019,OK,Allen,Palys,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Wade,Ellert,testemail(at)test,Instructor,,XYZ Exempt,Matilda,Estelle,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chadwick Hopkins,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,93011
7722667,,Full Year,Active,Internship,,Parts & Repair,"3259 O STREET SE WASHINGTON, DC 20020",Autoparts and Repair,,,,,,Approved/Locked,test test test,test test test,Incomplete,,,test data for github,,,,n/a,6/30/2020,3/11/2019,"Need higher limits, ABC not certificate holder, ABC not additionally insured, WC Missing, Liability Missing",Allena,Pam,testemail(at)test,Community Liaison; Site Supervisor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; PACR (ORG) Missing; Social Media Policy Missing,XYZ Exempt,Wai,Ellery,testemail(at)test,Community Liaison; Contract Administrator,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; MR Cert Missing; MVOAY Missing; NSOPW Missing; PACR (ORG) Missing; Social Media Policy Missing,ABC Missing; XYZ Missing; IJK Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,,test(at)testdotcom,STEM,Industrial Technology,Motor Vehicles (Automotive Repair),94486
7671697,North/Northwest,Full Year,Active,Apprenticeship,,Mosaic School,"3245 MASSACHUSETTS AVENUE SE WASHINGTON, DC 20019",Mosaic Cooperatoin,,,,22030206,,Approved/Locked,,test test test,Incomplete,3/7/2018,11/7/2018,test data for github,,3/13/2019,5/10/2019,Y,6/30/2020,5/13/2019,OK,Allene,Pama,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Waldo,Elles,testemail(at)test,Community Liaison,,XYZ Exempt,Matt,Estep,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Fisher,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Mosaic Tiles,92941
7671521,North/Northwest,Full Year,Active,Apprenticeship,,Arts Collective,"3222 M STREET SE WASHINGTON, DC 20019",Kitchen Theater,,,,22032203,,Approved/Locked,,test test test,Complete,3/23/2015,1/4/2019,test data for github,6/14/2019,3/13/2019,6/14/2019,Y,6/30/2020,5/24/2019,OK,Allie,Pamer,testemail(at)test,Instructor,,XYZ Exempt,Walker,Ellestad,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Matthew,Estepp,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Gonzalez,Selena Miller,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Performance Arts,Theatre,92969
7671579,North/Northwest,Full Year,Active,Apprenticeship,,Triunfo Theater Company,"3219 LOUD PLACE SE WASHINGTON, DC 20019",Culture Theater Program,,,,22032206,,Approved/Locked,,test test test,Incomplete,3/7/2018,1/5/2018,test data for github,5/6/2019,3/13/2019,5/6/2019,Y,6/30/2020,5/24/2019,WC Expired,Alline,Pamintuan,testemail(at)test,Instructor,,XYZ Exempt,Wallace,Elletson,testemail(at)test,Community Liaison; Contract Administrator; Instructor,,XYZ Exempt,Mattie,Ester,testemail(at)test,Instructor,,XYZ Exempt,Misha,Evert,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiki Meyers,Selena Miller,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Performance Arts,Theatre,93329
7671569,North/Northwest,Full Year,Active,Internship,,Community Glass Inc,"4325 13TH PLACE NE WASHINGTON, DC 20017",Community Glass,,,,62030293,Advanced Internship,Approved/Locked,,test test test,Complete,3/7/2018,10/18/2018,test data for github,10/2/2019,3/25/2019,5/6/2019,Y,6/30/2020,5/24/2019,OK,Allison,Pamperin,testemail(at)test,Community Liaison; Site Supervisor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,,test(at)testdotcom,Arts,Visual Art,,92949
7710712,South/Southwest,Full Year,Active,Advanced Apprenticeship,,The Ark Org,"4436 7TH STREET NE WASHINGTON, DC 20017",Peace @ Grove Ark,,,,92030226,Emerson Initiative 600,Approved/Locked,,test test test,Complete,3/20/2018,5/15/2018,test data for github,11/27/2019,10/22/2019,11/27/2019,Y,6/30/2020,11/8/2019,OK,Allyn,Pamphile,testemail(at)test,Instructor,,XYZ Exempt,Walter,Elliam,testemail(at)test,Community Liaison,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parminder Shukla,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Community Organization / Awareness,93314
7771969,South/Southwest,Full Year,Active,Advanced Apprenticeship,,Comelle Youth Center,"1632 BUCHANAN STREET NE WASHINGTON, DC 20017",Peace @ Youth Center,,,,92020249,Emerson Initiative 600,Approved/Locked,,test test test,Incomplete,3/24/2015,3/5/2019,test data for github,,,,Y,6/30/2020,3/28/2019,OK,Allyson,Pamplin,testemail(at)test,Campus Liaison; Community Liaison,,XYZ Exempt,Walton,Ellias,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Jernigan,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Communications & Leadership,Social Science,Community Organization / Awareness,94123
7716926,North/Northwest,School Year,Active,Internship,,Pedersen Inc,"4216 10TH STREET NE WASHINGTON, DC 20017",Junior Staff,,,,62032496,,Approved/Locked,test test test,test test test,Incomplete,,,test data for github,,,,Y,6/30/2020,3/26/2019,Need higher limits,Alma,Pampusch,testemail(at)test,Community Liaison; Site Supervisor,Experience Form Missing,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,,test at test (test(at)testdotcom,,test(at)testdotcom,Communications & Leadership,Social Science,Education & Training,80480
7671696,North/Northwest,Full Year,Active,Apprenticeship,,Jobs For Progress Inc.,"4216 13TH STREET NE WASHINGTON, DC 20017",Art Collective,,,,22032436,,Approved/Locked,,test test test,Complete,3/13/2017,1/4/2019,test data for github,7/19/2019,3/13/2019,5/1/2019,Y,6/30/2020,5/24/2019,OK,Almeda,Pan,testemail(at)test,Community Liaison; Contract Administrator,,,Wan,Ellie,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leija,Chris Sorensen,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Visual Art,Mural,92961
7729967,,Full Year,Active,Internship,,Terrace University,"4210 13TH STREET NE WASHINGTON, DC 20017",Political Science Research Internship @ Grove University,,,,,,Approved/Locked,test test test,test test test,Incomplete,,,test data for github,,,,N,6/30/2020,7/31/2019,"WC Expired, Liability Expired",Almeta,Pana,testemail(at)test,Community Liaison; Contract Administrator; Site Supervisor,Confidential Missing; Contact Info Missing; Education Form Missing; Experience Form Missing; MR Ack Missing; PACR (ORG) Missing; Social Media Policy Missing,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Goth,test at test (test(at)testdotcom,,,,test(at)testdotcom,Communications & Leadership,Business / Administration,Research,93119
7671700,South/Southwest,Full Year,Active,Advanced Apprenticeship,,State University,"4203 12TH STREET NE WASHINGTON, DC 20017",Engineering and Science,,,,42032226,,Approved/Locked,,test test test,Complete,3/24/2015,,test data for github,11/6/2019,3/25/2019,5/2/2019,Y,6/30/2020,6/30/2019,OK,Alona,Panagakos,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Waneta,Ellies,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim O'Grady,Yesenia Alvarez,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,STEM,Applied Science,Engineering,93198
7667772,South/Southwest,School Year,Active,Apprenticeship,Dyett,Exploration,"4849 QUEENS CHAPEL TERRACE NE WASHINGTON, DC 20017",Sport Science,,,,42033224,Saturday,Approved/Locked,,test test test,Incomplete,3/7/2018,10/19/2018,test data for github,11/6/2019,3/18/2019,11/6/2019,Y,6/30/2020,11/8/2019,ABC not additionally insured,Alonso,Panagiotopoul,testemail(at)test,Instructor,,,Wanetta,Elliff,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebony Henderson,Yesenia Alvarez,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Sports,Health and Wellness,Fitness,80490
7670906,South/Southwest,Full Year,Active,Advanced Apprenticeship,,Projedt Revere,"4429 7TH STREET NE WASHINGTON, DC 20017",E-CADEMY,,,,42032229,Saturday,Approved/Locked,,test test test,Complete,5/26/2015,4/12/2019,test data for github,6/5/2019,3/18/2019,6/5/2019,Y,6/30/2020,5/24/2019,OK,Alonzo,Panagis,testemail(at)test,Community Liaison,,,Wanita,Ellifritt,testemail(at)test,Instructor,,XYZ Exempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebony Henderson,Yesenia Alvarez,,test at test (test(at)testdotcom,,,test(at)testdotcom,STEM,Applied Science,Engineering,93294
7671719,North/Northwest,Full Year,Active,Apprenticeship,,Stamps Org,"3309 HIGHWOOD DRIVE SE WASHINGTON, DC 20020",Drum Brigade,,,,22032226,,Approved/Locked,test test test,test test test,Incomplete,3/8/2018,3/7/2019,test data for github,9/16/2019,3/18/2019,5/7/2019,Y,6/30/2020,5/24/2019,OK,Alpha,Panagos,testemail(at)test,Community Liaison; Instructor,,XYZ Exempt,Ward,Ellifritz,testemail(at)test,Instructor,MR Ack Expired; PACR (ORG) Expired,,Mauro,Estevane,testemail(at)test,Instructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muriel Colette,Chris Sorensen,,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test at test (test(at)testdotcom,test(at)testdotcom,Arts,Music,Band,93022
